comp,size,complexity,change_churn,total,minor,major,ownership,review_rate,review_churn_rate,self_reviews,too_quick,little_discussion,bugs
qtbase.examples/widgets/dialogs/tabdialog,154,12,405,5,0,5,0.2,1,1,1,2,0,0
qtbase.examples/widgets/dialogs/trivialwizard,57,5,152,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/digitalclock,0,0,182,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/draganddrop/draggableicons,126,15,349,5,0,5,0.2,1,1,0,3,0,0
qtbase.examples/widgets/draganddrop/draggabletext,135,20,468,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/draganddrop/dropsite,174,21,567,5,0,5,0.2,1,1,0,3,0,0
qtbase.examples/widgets/draganddrop/fridgemagnets,187,25,577,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/draganddrop/puzzle,362,51,920,5,0,5,0.2,1,1,1,2,0,0
qtbase.examples/widgets/effects/blurpicker,158,20,495,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/effects/fademessage,93,7,295,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/effects/lighting,100,9,306,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/elidedlabel,0,0,477,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/graphicsview/anchorlayout,63,2,152,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/graphicsview/basicgraphicslayouts,123,11,504,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/graphicsview/boxes,2318,384,4433,6,0,6,0.166666667,1,1,1,4,0,0
qtbase.examples/widgets/graphicsview/boxes/3rdparty,125,17,247,1,0,1,1,1,1,0,1,0,0
qtbase.examples/widgets/graphicsview/chip,444,50,1285,9,0,9,0.111111111,1,1,2,5,1,2
qtbase.examples/widgets/graphicsview/collidingmice,143,27,409,5,0,5,0.2,1,1,2,4,0,0
qtbase.examples/widgets/graphicsview/diagramscene,996,120,2254,6,0,6,0.166666667,1,1,1,4,0,0
qtbase.examples/widgets/graphicsview/dragdroprobot,363,40,800,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/graphicsview/elasticnodes,425,61,1048,6,0,6,0.166666667,1,1,1,4,0,0
qtbase.examples/widgets/graphicsview/embeddeddialogs,234,46,801,6,0,6,0.166666667,1,1,1,4,0,0
qtbase.examples/widgets/graphicsview/flowlayout,209,32,553,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/graphicsview/padnavigator,359,27,1077,6,0,6,0.166666667,1,1,1,3,0,1
qtbase.examples/widgets/graphicsview/simpleanchorlayout,58,3,153,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/graphicsview/weatheranchorlayout,171,15,362,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/groupbox,0,0,306,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/icons,0,0,1129,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/imageviewer,0,0,436,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/itemviews/addressbook,450,60,1500,5,0,5,0.2,1,1,2,3,1,0
qtbase.examples/widgets/itemviews/basicsortfiltermodel,171,11,388,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/chart,546,101,1306,5,0,5,0.2,1,1,2,3,0,0
qtbase.examples/widgets/itemviews/coloreditorfactory,87,10,419,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/itemviews/combowidgetmapper,109,6,321,5,0,5,0.2,1,1,1,4,0,0
qtbase.examples/widgets/itemviews/customsortfiltermodel,227,19,619,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/itemviews/dirview,15,1,80,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/itemviews/editabletreemodel,429,85,1089,6,0,6,0.166666667,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/fetchmore,117,16,481,5,0,5,0.2,1,1,0,4,0,0
qtbase.examples/widgets/itemviews/frozencolumn,126,18,462,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/interview,156,33,526,5,0,5,0.2,1,1,1,3,0,0
qtbase.examples/widgets/itemviews/pixelator,274,33,881,7,0,7,0.142857143,1,1,1,5,1,1
qtbase.examples/widgets/itemviews/puzzle,437,68,1022,6,0,6,0.166666667,1,1,1,3,0,0
qtbase.examples/widgets/itemviews/simpledommodel,227,43,779,7,0,7,0.142857143,1,1,2,3,0,0
qtbase.examples/widgets/itemviews/simpletreemodel,204,41,633,6,0,6,0.166666667,1,1,1,3,0,0
qtbase.examples/widgets/itemviews/simplewidgetmapper,100,6,331,5,0,5,0.2,1,1,1,4,0,0
qtbase.examples/widgets/itemviews/spinboxdelegate,66,8,321,5,0,5,0.2,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/spreadsheet,758,96,1894,7,0,7,0.142857143,1,1,0,5,1,1
qtbase.examples/widgets/itemviews/stardelegate,240,39,758,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/layouts/basiclayouts,110,9,343,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/layouts/borderlayout,207,35,564,5,0,5,0.2,1,1,1,3,0,0
qtbase.examples/widgets/layouts/dynamiclayouts,137,13,356,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/layouts/flowlayout,179,30,542,5,0,5,0.2,1,1,1,3,0,0
qtbase.examples/widgets/lineedits,0,0,382,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/maemovibration,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/widgets/mainwindows/application,284,33,602,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/mainwindows/dockwidgets,290,26,542,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/mainwindows/mainwindow,1387,184,2498,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/mainwindows/mdi,502,61,911,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/mainwindows/menus,318,25,587,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/mainwindows/recentfiles,221,28,444,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/mainwindows/sdi,335,38,580,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/mousebuttons,0,0,302,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/movie,0,0,358,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/orientation,0,0,242,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/painting/affine,828,47,1267,5,0,5,0.2,1,1,1,3,0,0
qtbase.examples/widgets/painting/basicdrawing,349,35,825,5,0,5,0.2,1,1,1,3,0,0
qtbase.examples/widgets/painting/composition,388,55,998,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/painting/concentriccircles,125,15,508,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/painting/deform,495,62,1090,6,0,6,0.166666667,1,1,0,4,0,0
qtbase.examples/widgets/painting/fontsampler,294,46,596,5,0,5,0.2,1,1,0,4,1,2
qtbase.examples/widgets/painting/gradients,460,53,937,5,0,5,0.2,1,1,1,4,0,0
qtbase.examples/widgets/painting/imagecomposition,148,12,414,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/painting/painterpaths,273,22,766,5,0,5,0.2,1,1,0,3,0,0
qtbase.examples/widgets/painting/pathstroke,597,83,1223,6,0,6,0.166666667,1,1,1,4,0,0
qtbase.examples/widgets/painting/shared,1001,177,1969,5,0,5,0.2,1,1,0,3,0,0
qtbase.examples/widgets/painting/transformations,236,24,663,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/richtext/calendar,133,12,393,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/richtext/orderform,276,24,721,6,0,6,0.166666667,1,1,1,3,1,1
qtbase.examples/widgets/richtext/syntaxhighlighter,186,20,586,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/richtext/textedit,640,80,1205,6,0,6,0.166666667,1,1,0,4,1,1
qtbase.examples/widgets/scribble,0,0,702,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/scroller/graphicsview,174,24,307,4,0,4,0.25,1,1,0,2,0,1
qtbase.examples/widgets/shapedclock,0,0,275,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/sliders,0,0,490,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/softkeys,0,0,326,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/spinboxes,0,0,383,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/statemachine/eventtransitions,46,2,129,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/statemachine/factorial,97,15,191,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/statemachine/pingpong,69,11,153,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/statemachine/rogue,238,45,571,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/statemachine/trafficlight,116,15,198,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/statemachine/twowaybutton,21,1,95,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/styles,0,0,857,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/stylesheet,0,0,353,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/symbianvibration,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/widgets/tablet,0,0,957,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/tetrix,0,0,989,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/tools/codecs,240,24,530,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/widgets/tools/completer,230,26,559,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/tools/customcompleter,188,31,516,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/tools/echoplugin/echowindow,88,10,324,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/widgets/tools/echoplugin/plugin,12,1,114,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/widgets/tools/i18n,206,23,505,3,0,3,0.333333333,1,1,2,1,0,0
qtbase.examples/widgets/tools/plugandpaint,534,66,1119,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/tools/plugandpaintplugins/basictools,130,22,286,3,0,3,0.333333333,1,1,0,1,0,0
qtbase.examples/widgets/tools/plugandpaintplugins/extrafilters,81,17,191,2,0,2,0.5,1,1,0,1,0,0
qtbase.examples/widgets/tools/regexp,159,9,330,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/widgets/tools/settingseditor,861,154,1431,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/widgets/tools/styleplugin/plugin,37,6,241,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/widgets/tools/styleplugin/stylewindow,27,2,177,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/widgets/tools/treemodelcompleter,236,29,565,2,0,2,0.5,1,1,2,1,0,0
qtbase.examples/widgets/tools/undo,882,156,1465,2,0,2,0.5,1,1,2,1,0,0
qtbase.examples/widgets/tools/undoframework,366,43,941,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/tooltips,0,0,630,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/tutorials/addressbook-fr/part1,36,3,231,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/tutorials/addressbook-fr/part2,115,9,347,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/tutorials/addressbook-fr/part3,166,16,417,4,0,4,0.25,1,1,2,3,0,0
qtbase.examples/widgets/tutorials/addressbook-fr/part4,228,28,513,4,0,4,0.25,1,1,2,3,0,0
qtbase.examples/widgets/tutorials/addressbook-fr/part5,303,36,724,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/tutorials/addressbook-fr/part6,368,43,800,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/tutorials/addressbook-fr/part7,416,47,855,5,0,5,0.2,1,1,3,3,0,0
qtbase.examples/widgets/tutorials/addressbook/part1,36,3,231,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/tutorials/addressbook/part2,115,9,347,4,0,4,0.25,1,1,2,3,0,0
qtbase.examples/widgets/tutorials/addressbook/part3,166,16,417,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/tutorials/addressbook/part4,228,28,513,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/tutorials/addressbook/part5,303,36,724,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/tutorials/addressbook/part6,368,43,800,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/tutorials/addressbook/part7,416,47,855,5,0,5,0.2,1,1,2,3,0,0
qtbase.examples/widgets/tutorials/gettingStarted/gsQt/part1,7,1,66,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/gettingStarted/gsQt/part2,14,1,91,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/tutorials/gettingStarted/gsQt/part3,39,4,115,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/tutorials/gettingStarted/gsQt/part4,45,4,122,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/gettingStarted/gsQt/part5,69,8,152,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/tutorials/modelview/1_readonly,40,6,227,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/modelview/2_formatting,73,16,266,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/tutorials/modelview/3_changingmodel,57,8,251,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/modelview/4_headers,59,12,243,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/modelview/5_edit,91,14,419,5,0,5,0.2,1,1,0,3,0,0
qtbase.examples/widgets/tutorials/modelview/6_treeview,50,4,240,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/modelview/7_selections,67,5,268,4,0,4,0.25,1,1,2,3,0,0
qtbase.examples/widgets/tutorials/threads/clock,45,4,239,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/tutorials/threads/helloconcurrent,12,2,77,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/threads/hellothread,19,2,203,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/threads/hellothreadpool,19,2,79,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/tutorials/threads/movedobject,113,13,457,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/tutorials/widgets/childwidget,13,1,74,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/tutorials/widgets/nestedlayouts,44,1,117,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/tutorials/widgets/toplevel,10,1,70,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/tutorials/widgets/windowlayout,15,1,76,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/validators,0,0,634,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/widgets/analogclock,68,6,297,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/widgets/applicationicon,0,0,114,4,0,4,0.25,0,0,0,0,0,0
qtbase.examples/widgets/widgets/calculator,325,52,749,5,0,5,0.2,1,1,2,3,0,0
qtbase.examples/widgets/widgets/calendarwidget,401,31,718,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/widgets/charactermap,264,27,677,4,0,4,0.25,1,1,2,3,0,0
qtbase.examples/widgets/widgets/codeeditor,121,17,376,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/widgets/digitalclock,34,4,224,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/widgets/elidedlabel,164,14,549,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/widgets/groupbox,119,7,348,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/widgets/icons,524,67,1255,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/widgets/imageviewer,212,20,480,4,0,4,0.25,1,1,1,3,1,1
qtbase.examples/widgets/widgets/lineedits,190,24,429,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/widgets/mousebuttons,181,96,409,5,0,5,0.2,1,1,0,3,0,0
qtbase.examples/widgets/widgets/movie,188,15,400,3,0,3,0.333333333,1,1,1,2,0,0
qtbase.examples/widgets/widgets/orientation,0,0,526,4,0,4,0.25,0,0,0,0,0,0
qtbase.examples/widgets/widgets/scribble,336,46,780,6,0,6,0.166666667,1,1,1,4,1,1
qtbase.examples/widgets/widgets/shapedclock,105,12,317,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/widgets/sliders,190,11,560,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/widgets/softkeys,0,0,688,3,0,3,0.333333333,0,0,0,0,0,0
qtbase.examples/widgets/widgets/spinboxes,181,9,435,4,0,4,0.25,1,1,1,2,0,0
qtbase.examples/widgets/widgets/styles,469,44,970,6,0,6,0.166666667,1,1,2,3,0,0
qtbase.examples/widgets/widgets/stylesheet,98,11,425,3,0,3,0.5,1,1,1,2,0,1
qtbase.examples/widgets/widgets/tablet,482,73,1055,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/widgets/tetrix,489,89,1087,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/widgets/tooltips,278,38,700,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/widgets/validators,145,17,980,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/widgets/wiggly,91,10,447,5,0,5,0.2,1,1,1,2,0,0
qtbase.examples/widgets/widgets/windowflags,278,56,645,3,0,3,0.6,1,1,0,2,0,0
qtbase.examples/widgets/wiggly,0,0,364,1,0,1,1,0,0,0,0,0,0
qtbase.examples/widgets/windowcontainer,89,13,170,1,0,1,1,1,1,0,0,0,0
qtbase.examples/widgets/windowflags,0,0,560,1,0,1,1,0,0,0,0,0,0
qtbase.examples/xml/dombookmarks,250,33,70,2,0,2,0.5,1,1,0,1,0,0
qtbase.examples/xml/htmlinfo,53,11,16,3,0,3,0.333333333,1,1,2,1,0,1
qtbase.examples/xml/rsslisting,146,23,44,2,0,2,0.666666667,1,1,0,1,0,1
qtbase.examples/xml/saxbookmarks,320,46,98,2,0,2,0.666666667,1,1,1,1,0,0
qtbase.examples/xml/streambookmarks,301,49,98,2,0,2,0.5,1,1,1,1,0,0
qtbase.examples/xml/xmlstreamlint,59,7,14,2,0,2,0.5,1,1,1,1,0,0
qtbase.mkspecs/aix-g++,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/aix-g++-64,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/aix-xlc,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/aix-xlc-64,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/blackberry-armv7le-qcc,0,0,90,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/blackberry-x86-qcc,0,0,90,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/common/aix,0,0,50,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/common/android,0,0,46,1,0,1,1,0,0,0,0,0,0
qtbase.mkspecs/common/c89,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/common/ios,0,0,150,5,0,5,0.2,0,0,0,0,0,0
qtbase.mkspecs/common/ios/GLES,0,0,95,3,0,3,0.333333333,0,0,0,0,0,0
qtbase.mkspecs/common/ios/GLES2,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/common/mac,0,0,56,4,0,4,0.25,0,0,0,0,0,0
qtbase.mkspecs/common/nacl,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/common/posix,0,0,50,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/common/symbian,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.mkspecs/common/symbian/header-wrappers,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.mkspecs/common/wince,1,0,51,3,0,3,0.333333333,1,1,0,1,0,0
qtbase.mkspecs/cygwin-g++,0,0,51,3,0,3,0.333333333,0,0,0,0,0,0
qtbase.mkspecs/darwin-g++,0,0,50,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-archos-gen8-g++,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-arm-amlogic-8726M-g++,36,6,102,2,0,2,0.5,1,1,1,1,0,0
qtbase.mkspecs/devices/linux-arm-trident-pnx8473-g++,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-beagleboard-g++,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-imx6-g++,37,5,240,4,0,4,0.25,1,1,1,1,0,0
qtbase.mkspecs/devices/linux-maemo-n9-g++,0,0,94,3,0,3,0.333333333,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-mipsel-broadcom-97425-g++,22,4,102,2,0,2,0.5,1,1,1,1,0,0
qtbase.mkspecs/devices/linux-n9-g++,0,0,42,1,0,1,1,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-rasp-pi-g++,193,28,102,2,0,2,0.5,1,1,1,1,0,0
qtbase.mkspecs/devices/linux-sh4-stmicro-ST7108-g++,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-sh4-stmicro-ST7540-g++,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-snowball-g++,0,0,52,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/devices/linux-tegra2-g++,0,0,44,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/freebsd-g++,0,0,50,2,0,2,0.5,0,0,0,0,0,0
